EventID,MemberID,EventMemberRank
788,305,1000
788,435,1000
789,647,1000
789,1595,1000
789,1901,1000
790,322,1000
791,456,1000
796,110,1000
796,335,1000
796,758,1000
796,1477,1000
799,137,1
808,169,1000
809,713,1000
810,713,1000
811,180,1000
811,208,1000
811,435,1000
811,925,1000
813,180,1000
813,208,1000
813,435,1000
813,925,1000
814,435,1000
814,1494,1000
814,1523,1000
816,435,1000
816,1494,1000
816,1523,1000
817,435,1000
817,1358,1000
817,1494,1000
818,1523,1000
818,2235,1000
818,2310,1000
820,1523,1000
820,2235,1000
820,2310,1000
821,1523,1000
821,1653,1000
821,1772,1000
822,1772,1000
822,2312,1000
822,2313,1000
823,435,1000
823,1603,1000
823,2066,1000
825,435,1000
825,1603,1000
825,2066,1000
826,925,1000
826,1603,1000
826,2066,1000
827,1579,1000
827,1721,1000
829,1579,1000
829,1721,1000
832,1579,1000
832,1721,1000
833,2314,1000
839,148,1000
839,331,1000
839,357,1000
839,395,1000
839,558,1000
839,581,1000
839,643,1000
839,1140,1000
839,1149,1000
839,1251,1000
839,1306,1000
839,1415,1000
839,1508,1000
839,1587,1000
839,1902,1000
839,1907,1000
839,2249,1000
839,2253,1000
841,331,1000
841,558,1000
841,1149,1000
841,1225,1000
841,1306,1000
841,2253,1000
841,2680,1000
847,664,1000
847,756,1000
858,360,1000
858,478,1000
858,819,1000
859,360,1000
859,478,1000
859,783,1000
859,819,1000
861,316,1000
861,1383,1000
862,389,1000
862,2325,1000
862,2326,1000
865,1692,1000
866,206,1000
866,1549,1000
867,206,1000
867,1549,1000
874,534,1000
874,2376,1000
875,672,1000
875,2329,1000
876,112,1000
876,261,1000
876,672,1000
877,100,1000
881,106,1000
881,118,1000
881,335,1000
882,1376,1000
885,274,1000
885,639,1000
885,1265,1000
891,2176,1000
892,1306,1000
893,1454,1000
894,1250,1000
895,577,1000
896,335,1000
897,654,1000
902,241,1000
903,344,1000
905,1229,1000
905,1457,1000
906,449,1000
906,1150,1000
906,1229,1000
909,1250,1000
916,100,1000
916,109,1000
916,159,1000
916,257,1000
916,2564,1000
919,2371,1000
920,2315,1000
921,184,1000
921,629,1000
922,184,1000
922,629,1000
923,363,1000
924,363,1000
925,112,1000
925,117,1000
925,132,1000
925,245,1000
925,261,1000
925,473,1000
925,628,1000
925,656,1000
925,672,1000
925,1747,1000
925,2372,1000
935,117,1000
935,2375,1000
937,713,1000
938,713,1000
939,713,1000
944,89,1000
944,1167,1000
952,1252,1000
952,1684,1000
960,148,1000
960,331,1000
960,400,1000
960,643,1000
960,821,1000
960,826,1000
960,1710,1000
960,2249,1000
960,2253,1000
963,1423,1000
964,569,1000
968,1522,1000
969,1306,1000
970,1306,1000
971,100,1000
977,798,1000
977,819,1000
977,1192,1000
977,1223,1000
977,1274,1000
977,1531,1000
977,1865,1000
977,2024,1000
978,668,1000
979,1827,1000
979,1934,1000
981,1236,1000
981,1457,1000
984,1190,1000
985,168,1000
985,608,1000
985,1190,1000
986,1190,1000
987,1190,1000
1007,2558,1000
1013,257,1000
1013,467,1000
1013,2564,1000
1014,1147,1000
1014,1225,1000
1014,1306,1000
1014,1307,1000
1014,1380,1000
1014,1415,1000
1014,1533,1000
1014,1648,1000
1015,1990,1000
1015,2232,1000
1017,96,1000
1017,100,1000
1017,114,1000
1017,118,1000
1017,129,1000
1017,130,1000
1017,173,1000
1017,177,1000
1017,205,1000
1017,235,1000
1017,251,1000
1017,283,1000
1017,293,1000
1017,458,1000
1017,463,1000
1017,783,1000
1017,1046,1000
1017,1549,1000
1018,1669,1000
1019,323,1000
1019,552,1000
1022,441,1000
1027,1011,1000
1027,1276,1000
1027,1416,1000
1027,1522,1000
1028,842,1000
1029,1307,1000
1029,1483,1000
1033,446,1000
1033,472,1000
1033,679,1000
1033,929,1000
1033,952,1000
1037,113,1000
1037,241,1000
1037,1429,1000
1038,537,1000
1039,1767,1000
1043,392,1000
1045,293,1000
1045,961,1000
1046,584,1000
1050,114,1000
1051,1971,1000
1054,108,1000
1054,607,1000
1056,131,1000
1056,296,1000
1056,703,1000
1056,815,1000
1058,819,1
1059,686,1000
1060,389,1000
1072,126,1000
1072,168,1000
1072,169,1000
1072,492,1000
1072,608,1000
1072,1848,1000
1073,130,1000
1074,918,1000
1075,1050,1000
1075,2232,1000
1076,136,1000
1076,1334,1000
1077,136,1000
1077,1334,1000
1079,1290,1000
1080,1290,1000
1081,268,1000
1081,1911,1000
1082,268,1000
1083,268,1000
1084,268,1000
1084,1911,1000
1085,268,1000
1085,1911,1000
1086,268,1000
1086,1911,1000
1087,268,1000
1087,1911,1000
1088,268,1000
1088,1911,1000
1089,268,1000
1090,268,1000
1091,268,1000
1092,268,1000
1092,1911,1000
1093,268,1000
1093,1911,1000
1094,268,1000
1094,1911,1000
1095,268,1000
1095,1911,1000
1096,268,1000
1096,1911,1000
1099,268,1000
1099,1911,1000
1101,268,1000
1102,268,1000
1102,1911,1000
1103,268,1000
1104,268,1000
1104,1911,1000
1105,268,1000
1105,1911,1000
1106,268,1000
1107,268,1000
1108,268,1000
1109,268,1000
1110,268,1000
1110,1911,1000
1111,673,1000
1111,713,1000
1112,673,1000
1112,1865,1000
1114,1190,1000
1115,1190,1000
1116,89,1000
1116,137,1000
1116,328,1000
1116,364,1000
1116,780,1000
1116,935,1000
1116,970,1000
1116,971,1000
1116,972,1000
1116,1041,1000
1116,1615,1000
1116,1676,1000
1116,1709,1000
1117,99,1000
1117,264,1000
1117,322,1000
1117,337,1000
1117,378,1000
1117,982,1000
1117,1801,1000
1118,674,1000
1118,793,1000
1118,1116,1000
1118,1248,1000
1118,1503,1000
1118,1532,1000
1118,1686,1000
1118,1771,1000
1118,1845,1000
1118,2236,1000
1119,2411,1000
1120,148,1000
1120,149,1000
1120,227,1000
1120,331,1000
1120,569,1000
1120,581,1000
1120,680,1000
1120,741,1000
1120,982,1000
1120,1140,1000
1120,1306,1000
1120,1508,1000
1120,1902,1000
1120,2249,1000
1120,2253,1000
1121,177,1000
1121,934,1000
1121,1581,1000
1122,302,1000
1122,670,1000
1123,1229,1000
1123,2068,1000
1125,122,1000
1125,263,1000
1125,322,1000
1125,337,1000
1125,948,1000
1125,982,1000
1125,1022,1000
1125,1204,1000
1125,2294,1000
1125,2691,1000
1126,331,1000
1126,502,1000
1126,503,1000
1127,331,1000
1127,502,1000
1127,503,1000
1128,331,1000
1129,331,1000
1130,331,1000
1131,331,1000
1132,331,1000
1133,331,1000
1134,331,1000
1135,331,1000
1135,1245,1000
1135,2253,1000
1135,2680,1000
1136,331,1000
1136,357,1000
1136,1306,1000
1136,1902,1000
1137,331,1000
1137,628,1000
1138,331,1000
1139,331,1000
1140,331,1000
1141,331,1000
1143,1276,1000
1145,862,1000
1146,862,1000
1147,862,1000
1148,862,1000
1149,862,1000
1150,862,1000
1151,862,1000
1152,862,1000
1153,862,1000
1154,862,1000
1155,862,1000
1156,862,1000
1157,862,1000
1160,1273,1000
1161,166,1000
1162,214,1000
1162,1250,1000
1163,152,1000
1165,148,1000
1165,149,1000
1165,214,1000
1165,235,1000
1165,263,1000
1165,302,1000
1165,304,1000
1165,331,1000
1165,357,1000
1165,569,1000
1165,581,1000
1165,643,1000
1165,774,1000
1165,821,1000
1165,982,1000
1165,988,1000
1165,1140,1000
1165,1144,1000
1165,1149,1000
1165,1164,1000
1165,1217,1000
1165,1306,1000
1165,1342,1000
1165,1424,1000
1165,1508,1000
1165,1532,1000
1165,1551,1000
1165,1587,1000
1165,1851,1000
1165,1902,1000
1165,1967,1000
1165,2249,1000
1165,2253,1000
1165,2353,1000
1165,2683,1000
1168,674,1000
1169,750,1000
1170,982,1000
1170,1306,1000
1171,982,1000
1171,1306,1000
1172,982,1000
1172,1306,1000
1173,982,1000
1173,1306,1000
1174,982,1000
1174,1306,1000
1175,173,1000
1176,636,1000
1179,471,1000
1180,286,1000
1180,1615,1000
1180,1709,1000
1181,250,1000
1181,418,1000
1182,109,1000
1182,739,1000
1183,1250,1000
1186,674,1000
1187,348,1000
1188,535,1000
1188,981,1000
1188,995,1000
1188,1047,1000
1188,1161,1000
1188,1198,1000
1188,1230,1000
1188,1276,1000
1188,1335,1000
1188,1379,1000
1188,1485,1000
1188,1785,1000
1188,1997,1000
1188,2090,1000
1188,2232,1000
1189,968,1000
1190,1647,1000
1194,100,1000
1194,257,1000
1194,2564,1000
1195,703,1000
1201,1871,1000
1202,131,1000
1202,2287,1000
1203,122,1000
1203,167,1000
1203,252,1000
1203,1236,1000
1206,166,1000
1207,317,1000
1209,331,1000
1210,331,1000
1213,386,1000
1213,2714,1000
1214,386,1000
1215,386,1000
1216,331,1000
1220,129,1000
1220,331,1000
1220,1245,1000
1221,725,1000
1222,1245,1000
1223,1245,1000
1224,129,1000
1225,129,1000
1226,129,1000
1227,129,1000
1227,439,1000
1228,129,1000
1228,2082,1000
1229,129,1000
1229,606,1000
1230,129,1000
1230,218,1000
1231,129,1000
1236,437,1000
1236,664,1000
1237,981,1000
1237,1198,1000
1241,982,1000
1242,982,1000
1245,350,1000
1245,1164,1000
1245,1795,1000
1246,112,1000
1246,258,1000
1246,261,1000
1246,262,1000
1246,900,1000
1246,1561,1000
1247,238,1000
1249,1332,1000
1249,1530,1000
1249,1684,1000
1251,1483,1000
1251,1608,1000
1257,870,1
1257,1139,1000
1257,1151,1000
1258,870,1000
1258,1139,1000
1258,1151,1000
1259,870,1000
1259,1139,1000
1259,1151,1000
1260,870,1000
1260,1139,1
1260,1151,1000
1263,982,1000
1264,982,1000
1265,982,1000
1266,1250,1000
1269,472,1000
1270,672,1000
1271,1250,1000
1273,969,1000
1273,1250,1000
1273,1461,1000
1274,969,1000
1274,1461,1000
1277,582,1000
1278,535,1000
1278,2791,1000
1279,214,1000
1280,703,1000
1282,982,1000
1283,703,1000
1284,703,1000
1285,336,1000
1285,931,1000
1287,209,1000
1287,1712,1000
1293,606,1000
1297,384,1000
1297,516,1000
1297,798,1000
1297,934,1000
1297,951,1000
1297,1223,1000
1297,1290,1000
1297,1627,1000
1297,1706,1000
1297,2631,1000
1298,180,1000
1298,1261,1000
1300,100,1000
1300,257,1000
1300,676,1000
1300,2564,1000
1302,582,1000
1302,925,1000
1303,582,1000
1304,582,1000
1305,582,1000
1306,226,1000
1306,245,1000
1306,628,1000
1306,1747,1000
1307,582,1000
1309,766,1000
1309,2301,1000
1311,387,1000
1311,1239,1000
1316,1418,1000
1316,2583,1000
1316,2806,1000
1317,113,1000
1317,114,1000
1317,115,1000
1317,118,1000
1317,630,1000
1318,1186,1000
1318,1966,1000
1320,1186,1000
1320,1966,1000
1321,1497,1000
1322,366,1000
1322,824,1000
1322,913,1000
1324,102,1000
1324,759,1000
1324,775,1000
1325,1731,1000
1326,1865,1000
1327,582,1000
1328,293,1000
1328,1865,1000
1329,377,1000
1329,1138,1000
1329,1522,1000
1330,252,1
1330,300,1000
1330,341,1000
1330,467,1000
1332,936,1000
1332,1587,1000
1335,350,1000
1335,1795,1000
1335,2717,1000
1338,1905,1000
1339,1905,1000
1340,1905,1000
1341,1905,1000
1344,800,1000
1345,293,1000
1345,2102,1000
1346,850,1000
1351,2834,1000
1353,633,1000
1353,1410,1000
1354,633,1000
1354,1410,1000
1355,633,1000
1355,1410,1000
1356,1478,1000
1357,1478,1000
1357,1479,1000
1358,1478,1000
1358,1479,1000
1359,354,1000
1359,2839,1000
1360,2839,1000
1362,646,1000
1362,1206,1000
1363,646,1000
1363,1611,1000
1364,646,1000
1364,1702,1000
1364,2631,1000
1365,982,1000
1365,1124,1000
1368,1131,1000
1369,1131,1000
1369,1933,1000
1370,1131,1000
1371,1011,1000
1371,1131,1000
1372,1131,1000
1372,1533,1000
1373,1131,1000
1373,1217,1000
1374,1131,1000
1374,1217,1000
1376,1131,1000
1376,2842,1000
1377,1026,1000
1377,1131,1000
1379,1131,1000
1381,1131,1000
1382,1131,1000
1382,1483,1000
1383,1661,1000
1384,293,1000
1384,537,1000
1385,1131,1000
1385,1276,1000
1387,1131,1000
1387,1200,1000
1388,1131,1000
1388,1691,1000
1389,401,1000
1390,313,1000
1393,1248,1000
1394,1248,1000
1395,1248,1000
1396,408,1000
1396,1248,1000
1396,1869,1000
1397,1248,1000
1398,784,1000
1398,1248,1000
1399,408,1000
1399,784,1000
1399,1248,1000
1409,408,1000
1409,1248,1000
1410,510,1000
1410,2674,1000
1412,713,1000
1412,2850,1000
1413,1220,1000
1415,1458,1000
1415,1461,1000
1416,144,1000
1416,669,1000
1416,732,1000
1417,144,1000
1417,732,1000
1418,144,1000
1418,732,1000
1419,144,1000
1419,732,1000
1420,144,1000
1420,732,1000
1421,144,1000
1421,732,1000
1422,144,1000
1422,732,1000
1423,293,1000
1423,961,1000
1424,293,1000
1424,961,1000
1425,698,1000
1425,1905,1000
1426,661,1000
1428,977,1000
1429,977,1000
1430,977,1000
1431,1250,1000
1432,386,1000
1432,500,1000
1433,500,1000
1434,386,1000
1434,500,1000
1435,500,1000
1441,212,1000
1443,106,1000
1446,1151,1000
1450,1026,1000
1450,1131,1000
1451,166,1000
1456,584,1000
1456,2007,1000
1457,284,1000
1458,284,1000
1459,336,1000
1459,1723,1000
1459,1933,1000
1462,240,1000
1462,359,1000
1463,240,1000
1463,359,1000
1463,774,1000
1464,240,1000
1464,359,1000
1464,774,1000
1465,240,1000
1465,359,1000
1465,774,1000
1466,240,1000
1466,359,1000
1466,774,1000
1467,144,1000
1467,732,1000
1468,144,1000
1468,732,1000
1469,732,1000
1470,144,1000
1470,732,1000
1471,144,1000
1471,732,1000
1472,997,1000
1472,1491,1000
1473,997,1000
1474,997,1000
1475,790,1000
1475,2006,1000
1476,790,1000
1476,2006,1000
1477,790,1000
1477,881,1000
1478,123,1000
1478,195,1000
1478,418,1000
1478,472,1000
1478,552,1000
1478,640,1000
1478,713,1000
1478,842,1000
1478,934,1000
1478,981,1000
1478,1151,1000
1478,2082,1000
1478,2121,1000
1480,327,1000
1480,2643,1000
1481,733,1000
1482,733,1000
1483,853,1000
1483,1334,1000
1484,853,1000
1484,1334,1000
1485,853,1000
1485,1334,1000
1486,96,1000
1486,982,1000
1486,1827,1000
1487,1530,1000
1488,1530,1000
1489,331,1000
1489,1530,1000
1490,1530,1000
1491,1497,1000
1492,1497,1000
1493,1237,1000
1495,1708,1000
1496,219,1000
1496,1887,1000
1497,219,1000
1497,1887,1000
1498,219,1000
1498,1887,1000
1499,219,1000
1499,1887,1000
1500,2702,1000
1501,2702,1000
1502,2702,1000
1503,982,1000
1503,2692,1000
1504,129,1000
1504,606,1000
1504,624,1000
1504,982,1000
1504,1707,1000
1504,2692,1000
1505,1922,1000
1505,2834,1000
1506,1922,1000
1506,2834,1000
1507,1707,1000
1508,467,1000
1508,1596,1000
1508,2016,1000
1510,1528,1000
1510,2385,1000
1511,1528,1000
1511,2385,1000
1511,2591,1000
1511,2863,1000
1511,2864,1000
1512,2385,1000
1512,2591,1000
1512,2863,1000
1512,2864,1000
1513,467,1000
1513,672,1000
1514,467,1000
1515,467,1000
1516,467,1000
1516,1046,1000
1518,672,1000
1520,166,1000
1520,167,1000
1520,293,1000
1520,1865,1000
1521,215,1000
1522,304,1000
1523,963,1000
1523,2316,1000
1523,2866,1000
1524,963,1000
1524,2316,1000
1524,2866,1000
1525,703,1000
1525,963,1000
1526,963,1000
1526,1713,1000
1527,1975,1000
1528,1161,1000
1528,1975,1000
1529,1975,1000
1530,1865,1000
1530,2570,1000
1531,1837,1000
1532,2867,1000
1533,2867,1000
1534,1641,1000
1537,601,1000
1538,2674,1000
1541,100,1000
1541,336,1000
1541,1723,1000
1542,166,1000
1543,152,1000
1544,142,1000
1545,166,1000
1546,1809,1000
1546,1924,1000
1547,336,1000
1547,582,1000
1548,1383,1000
1548,1581,1000
1549,673,1000
1549,713,1000
1550,184,1000
1550,382,1000
1552,184,1000
1552,1040,1000
1553,184,1000
1553,2868,1000
1556,184,1000
1557,184,1000
1558,184,1000
1558,934,1000
1559,184,1000
1560,184,1000
1560,669,1000
1562,335,1000
1562,925,1000
1562,1990,1000
1562,2232,1000
1563,317,1000
1564,123,1000
1564,168,1000
1564,377,1000
1564,492,1000
1564,608,1000
1564,1299,1000
1564,1532,1000
1564,1848,1000
1565,405,1000
1566,732,1000
1567,732,1000
1569,393,1000
1569,1466,1000
1570,1466,1000
1570,2176,1000
1571,1466,1000
1571,2176,1000
1575,1466,1000
1575,1551,1000
1575,1557,1000
1576,1466,1000
1576,1551,1000
1576,1557,1000
1578,192,1000
1580,558,1000
1580,1217,1000
1580,1902,1000
1580,2353,1000
1580,2880,1000
1581,166,1000
1581,247,1000
1581,397,1000
1581,1790,1000
1581,1939,1000
1584,1123,1000
1585,516,1000
1586,584,1000
1586,982,1000
1587,644,1000
1587,2184,1000
1589,2680,1000
1590,393,1000
1591,393,1000
1591,2698,1000
1592,393,1000
1592,2881,1000
1593,815,1000
1593,2883,1000
1595,393,1000
1595,1088,1000
1596,393,1000
1596,713,1000
1605,732,1000
1606,732,1000
1610,1696,1000
1611,2886,1000
1612,1789,1000
1616,2036,1000
1616,2113,1000
1617,2036,1000
1617,2113,1000
1618,651,1000
1620,455,1000
1621,153,1000
1621,161,1000
1622,153,1000
1622,161,1000
1623,153,1000
1623,161,1000
1624,153,1000
1624,161,1000
1624,1157,1000
1624,1823,1000
1625,1767,1000
1626,475,1000
1626,1767,1000
1627,1767,1000
1627,2628,1000
1628,1141,1000
1628,1691,1000
1628,1767,1000
1633,1262,1000
1634,1164,1000
1635,1141,1000
1635,1182,1000
1635,1217,1000
1635,1219,1000
1635,1375,1000
1635,1433,1000
1635,1492,1000
1635,1502,1000
1635,1518,1000
1636,1023,1000
1636,1026,1000
1636,1027,1000
1636,1164,1000
1636,1170,1000
1636,1171,1000
1636,1188,1000
1636,1217,1000
1636,1380,1000
1636,1503,1000
1637,1131,1000
1637,1143,1000
1637,1188,1000
1637,1217,1000
1637,1275,1000
1637,1795,1000
1637,1921,1000
1637,1997,1000
1637,2657,1000
1637,2717,1000
1638,498,1000
1639,148,1000
1639,331,1000
1639,547,1000
1639,558,1000
1639,581,1000
1639,643,1000
1639,982,1000
1639,986,1000
1639,1140,1000
1639,1145,1000
1639,1164,1000
1639,1217,1000
1639,1376,1000
1639,1503,1000
1639,2249,1000
1640,401,1000
1641,401,1000
1642,1011,1000
1642,1131,1000
1643,377,1000
1643,390,1000
1643,449,1000
1643,523,1000
1643,535,1000
1643,1138,1000
1643,1139,1000
1643,1140,1000
1643,1142,1000
1643,1144,1000
1643,1147,1000
1643,1150,1000
1643,1153,1000
1643,1154,1000
1643,1155,1000
1643,1156,1000
1643,1157,1000
1643,1163,1000
1643,1164,1000
1643,1166,1000
1643,1169,1000
1643,1171,1000
1643,1195,1000
1643,1229,1000
1643,1295,1000
1643,1393,1000
1643,1394,1000
1643,1546,1000
1643,1547,1000
1643,1577,1000
1643,1604,1000
1643,1616,1000
1645,1383,1000
1646,1383,1000
1646,1702,1000
1647,1383,1000
1647,2794,1000
1648,1383,1000
1648,2898,1000
1649,1383,1000
1649,2898,1000
1650,934,1000
1650,1383,1000
1651,331,1000
1651,1383,1000
1652,331,1000
1652,1383,1000
1654,1383,1000
1655,1383,1000
1656,1383,1000
1657,1383,1000
1657,2313,1000
1658,1383,1000
1658,2793,1000
1659,1383,1000
1659,2793,1000
1660,1416,1000
1660,1995,1000
1660,2631,1000
1660,2667,1000
1660,2670,1000
1661,1416,1000
1661,1995,1000
1661,2631,1000
1661,2667,1000
1661,2670,1000
1662,1383,1000
1663,658,1000
1663,1383,1000
1663,1691,1000
1664,1536,1000
1665,998,1000
1665,1229,1000
1665,1457,1000
1665,1872,1000
1665,2068,1000
1667,492,1000
1667,1190,1000
1668,386,1000
1668,983,1000
1669,386,1000
1669,983,1000
1670,1223,1000
1671,1223,1000
1672,1223,1000
1673,219,1000
1674,219,1000
1674,549,1000
1675,219,1000
1675,1372,1000
1675,1985,1000
1675,2900,1000
1676,219,1000
1676,492,1000
1678,219,1000
1678,1549,1000
1679,1837,1000
1680,1556,1000
1681,120,1000
1681,192,1000
1681,199,1000
1681,250,1000
1681,589,1000
1681,751,1000
1681,753,1000
1681,870,1000
1681,983,1000
1681,1015,1000
1681,1201,1000
1681,1226,1000
1681,1518,1000
1681,1619,1000
1681,1930,1000
1681,2046,1000
1681,2336,1000
1681,2640,1000
1681,2657,1000
1681,2668,1000
1683,607,1000
1683,613,1000
1683,802,1000
1683,1315,1000
1683,1447,1000
1683,1617,1000
1683,1683,1000
1686,664,1000
1687,434,1000
1688,853,1000
1688,1334,1000
1689,374,1000
1696,2759,1000
1696,2903,1000
1696,2904,1000
1696,2905,1000
1696,2906,1000
1696,2907,1000
1696,2908,1000
1696,2909,1000
1696,2910,1000
1696,2911,1000
1696,2912,1000
1696,2913,1000
1696,2916,1000
1696,2917,1000
1697,149,1000
1697,966,1000
1698,966,1000
1699,966,1000
1699,2164,1000
1700,966,1000
1700,2154,1000
1701,966,1000
1701,1976,1000
1702,966,1000
1702,1976,1000
1703,966,1000
1705,741,1000
1706,982,1000
1707,982,1000
1708,982,1000
1709,982,1000
1710,1282,1000
1711,732,1000
1712,732,1000
1713,732,1000
1713,1306,1000
1713,1581,1000
1714,498,1000
1714,732,1000
1715,199,1000
1715,732,1000
1717,498,1000
1718,498,1000
1719,498,1000
1720,498,1000
1722,192,1000
1723,1915,1000
1724,100,1000
1725,1150,1000
1725,1151,1000
1726,1150,1000
1726,1151,1000
1727,405,1000
1727,934,1000
1727,2836,1000
1731,2731,1000
1735,1789,1000
1737,245,1000
1737,432,1000
1737,434,1000
1737,460,1000
1737,498,1000
1737,628,1000
1737,664,1000
1737,959,1000
1737,1447,1000
1737,1747,1000
1737,1815,1000
1737,2082,1000
1737,2380,1000
1738,437,1000
1738,460,1000
1738,650,1000
1738,2380,1000
1738,2751,1000
1739,144,1000
1739,732,1000
1740,144,1000
1740,732,1000
1749,2740,1000
1750,100,1000
1750,925,1000
1751,982,1000
1752,123,1000
1752,173,1000
1753,123,1000
1753,173,1000
1754,123,1000
1754,1319,1000
1755,123,1000
1755,549,1000
1756,123,1000
1756,2928,1000
1757,123,1000
1758,406,1000
1758,2924,1000
1759,406,1000
1759,2924,1000
1760,406,1000
1760,629,1000
1761,406,1000
1761,629,1000
1763,173,1000
1763,406,1000
1763,465,1000
1763,471,1000
1763,634,1000
1767,106,1000
